MachineIdentifier,ProductName,EngineVersion,AppVersion,AvSigVersion,IsBeta,RtpStateBitfield,IsSxsPassiveMode,DefaultBrowsersIdentifier,AVProductStatesIdentifier,AVProductsInstalled,AVProductsEnabled,HasTpm,CountryIdentifier,CityIdentifier,OrganizationIdentifier,GeoNameIdentifier,LocaleEnglishNameIdentifier,Platform,Processor,OsVer,OsBuild,OsSuite,OsPlatformSubRelease,OsBuildLab,SkuEdition,IsProtected,AutoSampleOptIn,PuaMode,SMode,IeVerIdentifier,SmartScreen,Firewall,UacLuaenable,Census_MDC2FormFactor,Census_DeviceFamily,Census_OEMNameIdentifier,Census_OEMModelIdentifier,Census_ProcessorCoreCount,Census_ProcessorManufacturerIdentifier,Census_ProcessorModelIdentifier,Census_ProcessorClass,Census_PrimaryDiskTotalCapacity,Census_PrimaryDiskTypeName,Census_SystemVolumeTotalCapacity,Census_HasOpticalDiskDrive,Census_TotalPhysicalRAM,Census_ChassisTypeName,Census_InternalPrimaryDiagonalDisplaySizeInInches,Census_InternalPrimaryDisplayResolutionHorizontal,Census_InternalPrimaryDisplayResolutionVertical,Census_PowerPlatformRoleName,Census_InternalBatteryType,Census_InternalBatteryNumberOfCharges,Census_OSVersion,Census_OSArchitecture,Census_OSBranch,Census_OSBuildNumber,Census_OSBuildRevision,Census_OSEdition,Census_OSSkuName,Census_OSInstallTypeName,Census_OSInstallLanguageIdentifier,Census_OSUILocaleIdentifier,Census_OSWUAutoUpdateOptionsName,Census_IsPortableOperatingSystem,Census_GenuineStateName,Census_ActivationChannel,Census_IsFlightingInternal,Census_IsFlightsDisabled,Census_FlightRing,Census_ThresholdOptIn,Census_FirmwareManufacturerIdentifier,Census_FirmwareVersionIdentifier,Census_IsSecureBootEnabled,Census_IsWIMBootEnabled,Census_IsVirtualDevice,Census_IsTouchEnabled,Census_IsPenCapable,Census_IsAlwaysOnAlwaysConnectedCapable,Wdft_IsGamer,Wdft_RegionIdentifier,HasDetections
00005c68016eab19fb33bdaa8a1d8bb7,win8defender,1.1.15100.1,4.18.1807.18075,1.273.781.0,0,7,0,,46112,2,1,1,160,33804,27,204,170,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,RequireAdmin,1,1,Notebook,Windows.Desktop,585,189454,4,5,2373,,476940,HDD,476323,0,4096,Notebook,15.5,1366,768,Mobile,lion,0,10.0.17134.191,amd64,rs4_release,17134,191,Core,CORE,Upgrade,25,115,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,0,556,63555,1,0,0,0,0,0,0,3,0
000060ec6113f25f078e79eb48983b7c,win8defender,1.1.15100.1,4.18.1806.18062,1.273.1273.0,0,7,0,,53447,1,1,1,129,15591,,277,75,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1,0,,0,108,,1,1,Notebook,Windows.Desktop,4490,306796,4,5,2523,,610480,HDD,590208,0,6144,Notebook,15.6,1366,768,Mobile,,0,10.0.15063.850,amd64,rs2_release,15063,850,Core,CORE,Upgrade,8,31,Notify,0,IS_GENUINE,Retail,,0,Retail,,556,56968,0,,0,0,0,0,1,3,1
000061de7b3f42019db90eeb120ac3ac,win8defender,1.1.14800.3,4.14.17639.18041,1.267.1242.0,0,7,0,,7945,2,1,1,44,16668,11,57,218,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1,0,,0,117,RequireAdmin,1,1,Notebook,Windows.Desktop,2668,171319,2,5,1998,,953869,HDD,908188,0,4096,Notebook,13.9,1366,768,Mobile,lion,0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,9,34,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,628,8787,1,0,0,0,0,0,0,10,0
000064a54c1de244733828608b9ab915,win8defender,1.1.15000.2,4.18.1806.18062,1.271.795.0,0,7,0,,53447,1,1,1,43,27747,27,53,42,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1,0,,0,137,,1,1,AllInOne,Windows.Desktop,2668,209851,2,5,1931,,476940,HDD,100000,0,4096,AllinOne,21.7,1920,1080,Desktop,,4294967295,10.0.17134.112,amd64,rs4_release,17134,112,Professional,PROFESSIONAL,UUPUpgrade,37,158,UNKNOWN,0,INVALID_LICENSE,Retail,,0,Unknown,,628,49989,1,,0,0,0,0,1,7,0
0000665576f3439c9c1db30d878a821e,win8defender,1.1.15200.1,4.10.209.0,1.275.300.0,0,7,0,,53447,1,1,1,171,131212,27,211,182,windows8,x64,6.3.0.0,9600,768,windows8.1,9600.19067.amd64fre.winblue_ltsb_escrow.180619-2033,Home,1,0,,0,333,RequireAdmin,1,1,Notebook,Windows.Desktop,585,189996,4,5,2523,,476940,HDD,205240,0,6144,Notebook,17.3,1600,900,Mobile,lion,0,10.0.10586.545,amd64,th2_release,10586,545,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,29,125,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,556,64575,0,0,0,0,0,0,0,3,1
000069097eaa0e375996f266eead5f5e,win8defender,1.1.15100.1,4.18.1807.18075,1.273.894.0,0,7,0,,53447,1,1,1,207,111352,27,277,75,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1,0,,0,108,RequireAdmin,1,1,Notebook,Windows.Desktop,1443,331930,4,5,2527,,238475,SSD,229730,0,8192,Portable,14,1600,900,Mobile,li-i,0,10.0.15063.1206,amd64,rs2_release,15063,1206,Core,CORE,Update,8,31,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,Retail,0,0,Retail,0,355,20317,0,0,0,0,0,0,0,13,1
000069a13daa47d692172005ca950bec,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1124.0,0,7,0,,53447,1,1,1,15,9402,,17,74,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1,0,,0,137,Off,1,1,Notebook,Windows.Desktop,2206,249458,4,5,2280,,114473,SSD,78126,0,4096,Notebook,15.5,1366,768,Mobile,,0,10.0.17134.165,amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,7,30,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,500,15478,0,,0,0,0,0,0,3,1
00006afce4e8cea4e613aa6e1df75373,win8defender,1.1.15100.1,4.18.1807.18075,1.273.851.0,0,7,0,,53447,1,1,1,203,,18,255,46,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,,1,1,Notebook,Windows.Desktop,525,257662,4,5,2523,,476940,HDD,307285,0,8192,Notebook,15.5,1366,768,Mobile,,0,10.0.17134.191,amd64,rs4_release,17134,191,Core,CORE,IBSClean,39,160,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,42172,1,,0,0,0,0,1,7,1
00006cc3d2853283ab5cac205c187bc4,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1034.0,0,7,0,,53447,1,1,1,201,15590,27,267,251,windows10,x64,10.0.0.0,15063,256,rs2,15063.0.amd64fre.rs2_release.170317-1834,Pro,1,0,,0,108,,1,1,Notebook,Windows.Desktop,4730,300467,4,1,128,,715404,HDD,404243,0,4096,Notebook,15.5,1366,768,Mobile,,4294967294,10.0.15063.1206,amd64,rs2_release,15063,1206,Professional,PROFESSIONAL,IBSClean,35,148,UNKNOWN,0,INVALID_LICENSE,Retail,,0,Retail,,556,7145,1,,0,0,0,0,1,11,1
00006f65a3ed72af6a8b3e4005044e90,win8defender,1.1.14104.0,4.12.16299.15,1.251.42.0,0,7,0,239,47238,2,1,1,203,70034,18,255,46,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1,0,,,111,,1,1,Notebook,Windows.Desktop,525,328312,8,5,2737,,122104,SSD,121027,0,8192,Notebook,15.5,1920,1080,Mobile,,0,10.0.16299.15,amd64,rs3_release,16299,15,Core,CORE,Other,39,160,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,142,69714,1,,0,0,0,0,0,7,0
0000714f389b8a3638597ee69b655e38,win8defender,1.1.14600.4,4.9.10586.494,1.263.469.0,0,7,0,,53447,1,1,1,89,66956,,120,118,windows10,x64,10.0.0.0,10586,768,th2,10586.545.amd64fre.th2_release.160802-1857,Home,1,0,,,82,ExistsNotSet,1,1,Convertible,Windows.Desktop,2206,244535,2,5,1984,,476940,HDD,453385,0,4096,Notebook,11.6,1366,768,Mobile,lion,0,10.0.10586.545,amd64,th2_release,10586,545,Core,CORE,Upgrade,8,31,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,554,33075,1,0,0,1,0,0,0,1,1
000072b66474760a81df6456795aad33,win8defender,1.1.15100.1,4.18.1806.18062,1.273.371.0,0,7,0,,41571,2,1,1,3,69164,,276,74,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,,0,1,Notebook,Windows.Desktop,2206,245056,4,1,39,,953869,HDD,952342,0,8192,Notebook,17.3,1680,1050,Mobile,,0,10.0.17134.165,amd64,rs4_release,17134,165,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,554,33133,1,,0,0,0,0,0,11,1
0000741c95673865b8783d888627d77b,win8defender,1.1.15200.1,4.10.209.0,1.275.1414.0,0,7,0,,22917,2,2,1,108,2020,,277,75,windows8,x64,6.3.0.0,9600,256,windows8.1,9600.19125.amd64fre.winblue_ltsb.180812-0703,Pro,1,0,,0,333,RequireAdmin,1,1,Desktop,Windows.Desktop,2206,241010,8,5,2962,,1907729,HDD,257050,0,8192,LowProfileDesktop,,,,Desktop,,,10.0.10586.14,amd64,th2_release,10586,14,Professional,PROFESSIONAL,Update,,31,FullAuto,0,IS_GENUINE,Retail,,,Retail,0,500,42630,0,0,0,0,0,0,0,11,0
0000788079125a72c3b3d8eff30d3f75,win8defender,1.1.15200.1,4.18.1807.18075,1.275.112.0,0,7,0,,53447,1,1,1,55,130897,27,75,221,windows10,x64,10.0.0.0,16299,256,rs3,16299.15.amd64fre.rs3_release.170928-1534,Pro,1,0,,0,111,,1,1,Notebook,Windows.Desktop,666,264562,8,5,2890,,239372,SSD,119962,0,16384,Notebook,15.4,1680,1050,Mobile,,0,10.0.16299.248,amd64,rs3_release,16299,248,Professional,PROFESSIONAL,IBSClean,9,34,UNKNOWN,0,INVALID_LICENSE,Retail,,0,Retail,,,,0,,0,0,0,0,1,10,0
000079a261a28c51c4ae8393c7fd97e8,win8defender,1.1.15000.2,4.10.14393.1593,1.271.613.0,0,7,0,,53447,1,1,1,195,109609,,277,75,windows10,x64,10.0.0.0,14393,256,rs1,14393.1593.amd64fre.rs1_release.170731-1934,Pro,1,0,,0,103,RequireAdmin,1,1,Notebook,Windows.Desktop,2206,250107,4,5,2865,,305245,HDD,51002,0,4096,Notebook,14,1366,768,Mobile,lion,0,10.0.14393.1593,amd64,rs1_release,14393,1593,Professional,PROFESSIONAL,Update,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,500,14728,0,0,0,0,0,0,0,1,0
000079e9300ce84a22df348cd25e1d60,win8defender,1.1.15200.1,4.18.1807.18075,1.275.445.0,0,7,0,,49480,2,1,1,214,,18,277,75,windows10,x64,10.0.0.0,14393,768,rs1,14393.2189.amd64fre.rs1_release.180329-1711,Home,1,0,,0,98,RequireAdmin,1,1,Notebook,Windows.Desktop,585,189406,4,5,2382,,476940,HDD,239814,0,4096,Notebook,13.9,1366,768,Mobile,,0,10.0.14393.2189,amd64,rs1_release,14393,2189,CoreSingleLanguage,CORE_SINGLELANGUAGE,Reset,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,556,63448,1,,0,0,0,0,0,1,1
00007a195c29a781fe18cc61a9f3a50b,win8defender,1.1.13804.0,4.13.17134.228,1.245.492.0,0,7,0,1910,41571,2,1,1,148,87903,,185,228,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,,137,ExistsNotSet,1,1,Notebook,Windows.Desktop,1443,256585,4,5,2321,,476940,HDD,461873,0,8192,Portable,15.3,1280,720,Mobile,lion,0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,0,0,Retail,0,355,19973,1,0,0,0,0,0,0,10,1
00007a70254b648e445a6e1937ab3efb,win8defender,1.1.15200.1,4.18.1807.18075,1.275.795.0,0,7,0,,53447,1,1,1,100,167,,277,75,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1,0,,0,137,,1,1,Notebook,Windows.Desktop,2206,248045,8,5,2877,,238475,UNKNOWN,78845,0,6144,Notebook,15.5,1366,768,Mobile,,0,10.0.17134.254,amd64,rs4_release,17134,254,Professional,PROFESSIONAL,Upgrade,8,31,FullAuto,0,IS_GENUINE,Volume:GVLK,,0,Retail,,554,33116,0,,0,0,0,0,0,11,1
00007b97fb212999b23bf4a2851313f1,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1231.0,0,7,0,,53447,1,1,1,16,131181,,277,75,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1,0,,0,137,,1,1,Notebook,Windows.Desktop,2668,103830,4,5,2297,,114473,SSD,113858,0,6144,Notebook,14,1366,768,Mobile,,0,10.0.17134.285,amd64,rs4_release,17134,285,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,628,37145,0,,0,0,0,0,0,3,0
000084a47878a731d8c0c421b9efc835,win8defender,1.1.14104.0,4.12.16299.15,1.251.42.0,0,7,0,1161,47238,2,1,1,93,135069,,119,64,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1,0,,,117,,1,1,Notebook,Windows.Desktop,2102,241876,4,5,2405,,953869,HDD,935873,0,4096,Notebook,15.5,1920,1080,Mobile,,0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33142,1,,0,0,0,0,0,8,1
0000870bccbcf600c7252517b1d39234,win8defender,1.1.14306.0,4.13.17134.1,1.257.902.0,0,7,0,1910,7945,2,1,1,155,82373,18,240,233,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1,0,,,137,RequireAdmin,1,1,Desktop,Windows.Desktop,1980,223918,2,5,1957,,152627,Unspecified,151664,0,2048,Desktop,20,1600,900,Desktop,,4294967295,10.0.17134.165,amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,9,34,FullAuto,0,INVALID_LICENSE,Retail,,0,Retail,,168,33264,0,,0,0,0,0,0,10,0
000088920334d5c05034383567da0ee3,win8defender,1.1.15200.1,4.10.209.0,1.275.288.0,0,7,0,,53447,1,1,1,178,136271,27,230,71,windows8,x64,6.3.0.0,9600,768,windows8.1,9600.19000.amd64fre.winblue_ltsb.180410-0600,Home,1,0,,0,323,ExistsNotSet,1,1,Notebook,Windows.Desktop,2206,244631,4,5,2525,,476940,HDD,450687,0,4096,Notebook,14,1366,768,Mobile,lion,0,10.0.10586.545,amd64,th2_release,10586,545,Core,CORE,Update,8,31,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,554,33076,1,0,0,0,0,0,0,1,0
00008e8686cffcb475d43646a3aeba26,win8defender,1.1.15100.1,4.18.1807.18075,1.273.912.0,0,7,0,,53447,1,1,1,12,142656,27,277,75,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1,0,,0,137,RequireAdmin,1,1,Desktop,Windows.Desktop,1443,275893,4,5,2610,,476940,HDD,476373,0,16384,SpaceSaving,32,1920,1080,Desktop,,4294967295,10.0.17134.112,amd64,rs4_release,17134,112,Professional,PROFESSIONAL,UUPUpgrade,8,31,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,355,19970,0,,0,0,0,0,0,2,0
00008f5ffaf2a82e2ba75dd31d011c2c,win8defender,1.1.15200.1,4.9.10586.0,1.275.30.0,0,7,0,,53447,1,1,1,190,,18,253,17,windows10,x64,10.0.0.0,10586,256,th2,10586.420.amd64fre.th2_release_sec.160527-1834,Pro,1,0,,0,78,ExistsNotSet,0,1,Notebook,Windows.Desktop,1443,256685,4,5,3063,,953869,HDD,149500,0,8192,Notebook,15.5,1920,1080,Mobile,,,10.0.10586.420,amd64,th2_release,10586,420,Professional,PROFESSIONAL,IBSClean,1,5,UNKNOWN,0,IS_GENUINE,Volume:GVLK,,0,Retail,,355,4351,0,,0,0,0,0,1,11,1
000090720df1dd004c5cf6cd1c615643,win8defender,1.1.15200.1,4.18.1807.18075,1.275.98.0,0,7,0,,53447,1,1,1,9,91549,27,10,214,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1,0,,0,137,ExistsNotSet,1,1,Desktop,Windows.Desktop,1980,317708,4,5,2316,,610480,Unspecified,609143,0,4096,Desktop,19.1,1600,900,Desktop,,4294967295,10.0.17134.228,amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,10,35,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,142,33264,0,0,0,0,0,0,0,10,1
000090ae289915e1fc378bcd1522bd86,win8defender,1.1.15000.1,4.11.15063.0,1.269.1420.0,0,7,0,,46413,2,1,1,95,,27,277,75,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1,0,,0,105,,1,1,Notebook,Windows.Desktop,525,318782,8,5,2737,,244198,SSD,243121,0,8192,Notebook,13.9,1920,1080,Mobile,,1,10.0.15063.250,amd64,rs2_release,15063,250,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,142,62383,1,,0,0,0,1,0,11,1
000090c74b057a93e59e7a700c00ea00,win8defender,1.1.13407.0,4.9.10586.589,1.235.1997.0,0,7,0,788,53447,1,1,1,107,,18,277,75,windows10,x86,10.0.0.0,10586,768,th2,10586.589.x86fre.th2_release.160906-1759,Home,1,0,,,84,RequireAdmin,1,1,Detachable,Windows.Desktop,1434,202067,4,5,1914,,29600,SSD,17188,0,2048,Desktop,8,1200,1920,Slate,lion,62777,10.0.10586.589,x86,th2_release,10586,589,Core,CORE,Other,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,0,142,12459,0,0,0,1,0,1,0,1,0
000092dc20852e46e6806fcbd46ee50b,win8defender,1.1.14104.0,4.12.16299.15,1.251.42.0,0,7,0,2064,53447,1,1,1,43,28500,27,53,42,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1,0,,,111,,1,1,Notebook,Windows.Desktop,2102,275364,8,5,2746,,122104,SSD,120841,0,8192,Notebook,15.5,1920,1080,Mobile,,0,10.0.16299.611,amd64,rs3_release_svc_escrow,16299,611,CoreCountrySpecific,CORE_COUNTRYSPECIFIC,Reset,37,158,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,93,32998,1,,0,0,0,0,,,0
00009736cef1cc093b94f6084eb26368,win8defender,1.1.14405.2,4.12.16299.15,1.259.693.0,0,7,0,614,41571,2,1,1,53,44036,18,71,52,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1,0,,,117,RequireAdmin,1,1,Notebook,Windows.Desktop,585,189575,2,1,225,,122104,SSD,120963,1,4096,Notebook,15.5,1920,1080,Mobile,,0,10.0.16299.371,amd64,rs3_release,16299,371,Core,CORE,Upgrade,4,24,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,556,63155,1,,0,0,0,0,1,15,0
00009a420a0c7b1c5298d372e415b22b,win8defender,1.1.15200.1,4.18.1807.18075,1.275.350.0,0,7,0,,53447,1,1,1,29,103167,,35,171,windows10,x86,10.0.0.0,14393,768,rs1,14393.2189.x86fre.rs1_release.180329-1711,Home,1,0,,0,98,RequireAdmin,1,1,Notebook,Windows.Desktop,2689,193612,2,5,3381,,305245,HDD,304742,0,3072,Other,14,1366,768,Mobile,,0,10.0.14393.2189,x86,rs1_release,14393,2189,Core,CORE,IBSClean,26,119,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,512,56303,0,,0,0,0,0,0,10,0
00009c2e757d5c8cb04956c18e2b8cc5,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1620.0,0,7,0,,53447,1,1,1,53,60652,27,71,52,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,,1,1,Notebook,Windows.Desktop,585,189348,4,5,2302,,476940,HDD,457445,0,8192,Notebook,15.5,1366,768,Mobile,,0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,Reset,4,24,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,556,64522,1,,0,0,0,0,1,15,1
0000a06a837838237a86cfd598e84c87,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1244.0,0,7,0,,53447,1,1,1,201,21497,,267,251,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,RequireAdmin,1,1,Notebook,Windows.Desktop,2668,171280,4,5,2666,,953869,HDD,911202,0,12288,Notebook,15.5,1920,1080,Mobile,,0,10.0.17134.254,amd64,rs4_release,17134,254,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,35,148,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,628,31879,1,,0,0,0,0,1,11,1
0000a0c32be4fd309acc15b9e2575bd9,win8defender,1.1.15200.1,4.18.1807.18075,1.275.941.0,0,7,0,,47238,2,1,1,160,,,204,170,windows10,x64,10.0.0.0,14393,768,rs1,14393.2189.amd64fre.rs1_release.180329-1711,Home,1,0,,0,98,RequireAdmin,1,1,Convertible,Windows.Desktop,2668,171141,2,5,1998,,29820,SSD,28542,0,2048,Notebook,11.6,1366,768,Mobile,,0,10.0.14393.2189,amd64,rs1_release,14393,2189,Core,CORE,Other,25,115,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,628,26080,1,,0,1,0,0,0,3,1
0000a313e380907701398b3c61f58848,win8defender,1.1.15200.1,4.18.1807.18075,1.275.330.0,0,7,0,,7945,2,1,1,141,23687,18,240,233,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1,0,,0,117,RequireAdmin,1,1,Notebook,Windows.Desktop,525,257584,4,5,2523,,715404,HDD,286161,0,4096,Notebook,14,1366,768,Mobile,li-i,0,10.0.16299.611,amd64,rs3_release_svc_escrow,16299,611,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,9,34,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,142,9685,1,0,0,0,0,0,0,10,0
0000a559e4f2f5cad96124101d7d94e5,win8defender,1.1.15200.1,4.18.1807.18075,1.275.237.0,0,7,0,,53447,1,1,1,204,36049,,277,75,windows10,x86,10.0.0.0,17134,256,rs4,17134.1.x86fre.rs4_release.180410-1804,Pro,1,0,,0,137,RequireAdmin,1,1,Notebook,Windows.Desktop,1443,260856,4,5,2514,,305245,HDD,100343,1,4096,Laptop,13.9,1366,768,Mobile,,0,10.0.17134.228,x86,rs4_release,17134,228,Professional,PROFESSIONAL,Upgrade,8,31,FullAuto,0,INVALID_LICENSE,Retail,,0,Retail,,355,20394,0,,0,0,0,0,0,11,0
0000a59784f4658c3a9820d801cc6e28,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1140.0,0,7,0,,53447,1,1,1,94,65823,,122,75,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1,0,,0,137,,1,1,Notebook,Windows.Desktop,1443,260856,4,5,2844,,572325,SSD,248496,1,16384,Laptop,14,1366,768,Mobile,,0,10.0.17134.285,amd64,rs4_release,17134,285,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Volume:GVLK,,0,Retail,,355,21034,0,,0,0,0,0,0,11,0
0000a67d760d31bb2c5af195b4627ac4,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1621.0,0,7,0,,7945,2,1,1,205,75528,,277,75,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1,0,,0,108,RequireAdmin,1,1,Detachable,Windows.Desktop,2166,253705,4,5,1916,,59640,SSD,47228,0,4096,Desktop,10.8,1920,1280,Slate,,17,10.0.15063.1324,amd64,rs2_release,15063,1324,Core,CORE,Update,8,31,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,,142,12459,0,,0,1,0,1,0,3,0
0000a8f6da8be7c59a5ce7603406bfd0,win8defender,1.1.15100.1,4.11.15063.0,1.273.1124.0,0,7,0,,23657,2,1,1,8,85219,,205,172,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1,0,,0,105,ExistsNotSet,1,1,Notebook,Windows.Desktop,2102,241876,2,5,1998,,476940,HDD,462158,0,4096,Notebook,15.5,1366,768,Mobile,,0,10.0.15063.250,amd64,rs2_release,15063,250,CoreSingleLanguage,CORE_SINGLELANGUAGE,Reset,27,120,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33054,1,,0,0,0,0,0,11,1
0000a998901524f98515c63bfae8472a,win8defender,1.1.15200.1,4.18.1807.18075,1.275.342.0,0,7,0,,53447,1,1,1,152,9519,18,184,69,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1,0,,0,117,,1,1,Detachable,Windows.Desktop,2668,171346,4,5,2660,,244198,SSD,217321,0,8192,Detachable,12.2,1920,1200,Mobile,,0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,Core,CORE,Upgrade,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,628,10161,1,,0,1,1,0,0,1,0
0000aad9182f51a6771d29f958f25f6d,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1244.0,0,7,0,,53447,1,1,1,100,167,,277,75,windows10,x86,10.0.0.0,17134,256,rs4,17134.1.x86fre.rs4_release.180410-1804,Pro,1,0,,0,137,RequireAdmin,1,1,Desktop,Windows.Desktop,4909,317701,2,5,3366,,76319,Unspecified,49550,0,4096,Desktop,19,1440,900,Desktop,,4294967295,10.0.17134.165,x86,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,142,52570,0,0,0,0,0,0,0,11,0
